ABL1	AKT1	ATM	ATR	AURKA	AURKB	BRAF	CAMK1	CAMK2A	CAMK2D	CDC7	CDK1	CDK2	CDK4	CDK5	CDK7	CDK9	CHEK1	CHEK2	CHUK	CSNK1A1	CSNK1D	CSNK2A1	DAPK1	DYRK1A	DYRK2	EGFR	FYN	GSK3B	IKBKB	INSR	IRAK1	JAK2	LATS1	LCK	LYN	MAP2K1	MAP2K4	MAP3K5	MAP3K7	MAP3K8	MAPK1	MAPK11	MAPK14	MAPK7	MAPK8	MAPKAPK2	MARK2	MTOR	NEK6	PAK1	PAK2	PAK4	PDPK1	PIM1	PLK1	PLK3	PRKAA1	PRKACA	PRKCA	PRKCB	PRKCD	PRKCE	PRKCI	PRKCQ	PRKCZ	PRKD1	PRKG1	RET	ROCK1	RPS6KA1	RPS6KA3	RPS6KA5	RPS6KB1	SGK1	SRC	STK11	SYK	TBK1	TTK	ULK1	VRK1
CDC7	-0.104373899048046	-0.0502968026856077	0.0229946784683449	0.126327538070535	-0.00228119856069703	-0.0950978951428213	0.0974215063480733	0.112689727427703	0.0442026115537374	0.0667217695607214	1	0.0123720265737415	0.0878554932742888	0.0860922346995905	-0.0582693224908094	0.351943728935091	0.00472296939805231	0.0234391174901691	0.0749598847602175	0.0975672579409582	0.112978534612192	0.0913424609659785	0.108153302963999	-0.0496411846204262	-0.104341606190203	0.0617419827185488	0.0198406648052115	0.076796603916814	0.0668909746644807	-0.0152027965619181	0.0186494359548998	-0.00697396933843129	-0.0250571071483344	-0.0435453164038321	0.0505380005868584	-0.0464669093488664	0.00703068397753207	-0.0814921426035772	-0.0338524102216459	0.0654589271639608	-0.0422489306947341	-0.0114265758583761	0.023334957735947	-0.0399184719315302	0.0170832433400274	-0.0191101358615071	-0.0524399950323552	-0.0197387657765295	0.0754367295341455	-0.0882138066374026	0.0529165413932502	-0.0995731959922367	-0.115445492958487	-0.0397432701948791	0.0788713914421453	0.0706509807992216	-0.0224473630931231	0.0625255082440166	-0.02220674845414	0.0643789209655896	-0.0590754986975547	0.0260641866851614	-0.0493692876660301	-0.0284661609595513	-0.0415945347756086	0.00255692264180511	-0.119721974976334	0.106385945890131	-0.0847105237681625	0.00863294626063334	0.0113359777935335	-0.0049929376627069	0.0768569118018843	0.0823015167934195	0.00211783169823289	0.0160996104133221	0.00634130012713509	0.0371434716090378	-0.00452984178348395	0.0430676938555214	-0.0413383571307707	-0.00163880198433862
CDK1	0.0764734397431231	-0.105890590361554	-0.0625095574587018	0.120524810594744	0.0479987637848215	0.0693029811366377	-0.0707189503759175	-0.0238912365107769	-0.0790177154984842	-0.0106234729309029	0.0123720265737416	1	0.527663615972038	0.126079126506813	0.0647060864459752	-0.00998660526474741	0.093354605087278	-0.0300168050234961	0.0255273612987175	0.0773439684452687	-0.0231617665634057	0.0377184917766648	0.11071207944574	0.0536061118116334	-0.10049958166048	0.0438375322411967	-0.0206351960204289	0.0174034135683621	0.121613622502241	-0.10385912927412	-0.0484074697472572	0.0703883343773104	0.0443507276061594	0.110875613433627	-0.101526861216683	-0.0451696855561387	-0.0614262912759767	-0.0100934702542852	0.0406896045406128	0.0276833788041894	0.0585898082319832	-0.0420306014345263	-0.107452227520689	-0.0212106727127063	-0.0824667224357229	0.0965477788400026	0.160871420861698	0.0803686488553616	-0.0879536503419389	0.0377824480477826	0.0182544209474982	0.0357251577786494	0.0132967053747097	-0.00354864359586938	0.162796972738945	0.034877356755852	0.0471160499459447	0.0124366685715323	0.0618328690275601	0.169354120452342	0.227474225236902	-0.0622213918325978	0.0331538179320753	0.108833947189128	-0.0148417379475153	-0.09150393072969	0.0553185132312027	-0.0491909697142063	-0.037792447672456	-0.0588014958898437	-0.136590071514305	-0.11314159391237	-0.126887245122576	0.0352369421667147	-0.0173133680480036	0.0603317188083775	-0.114431345112991	0.0272032045639213	-0.018794356353458	0.0062686688904457	-0.101965110205504	-0.0997212073448434
CDK2	-0.0561095337447515	0.0122091070242097	0.132066087432241	-0.0396948706184787	0.00917028845398838	0.0191715717863769	0.033933342155422	-0.0932733176509054	0.0538188767313253	-0.0151937533732894	0.0878554932742889	0.527663615972037	1	0.0420018877867003	0.0254158915345511	-0.0235073305658494	0.0363287452333388	0.00659872594395335	-0.0195874353220952	-0.0172225469298846	-0.111241171976348	0.0208619547555076	0.0398981924581148	-0.0336937641230513	-0.0242995370311117	-0.115121002631592	-0.0401573564494592	0.030328113695168	0.0052494582969953	-0.0249909624562366	-0.00878833234831882	0.00950222777974768	-0.160839487225028	-0.0243228526972977	0.0975105429303423	-0.023010904706079	0.167122346778528	-0.0101190556944652	0.0522942659425963	-0.0733306963949567	-0.0902430498854984	0.0856594807581981	-0.0127717008598753	-0.0789143498738652	-0.107100435575543	0.067472648536044	0.0420681987002006	0.0717367550991542	0.0229835116378974	0.183594951887461	0.0796432484144586	0.0634506596737252	0.120359013148766	-0.0656463520326432	-0.071261340991276	0.0734615007401936	-0.0744834893854155	0.0239325710756612	-0.0846710323931573	-0.0807457989899936	0.0361386328439042	0.0401136000734558	-0.0924802766514494	0.01336552664587	-0.0385669726312727	0.0220243196121393	0.012003905686476	-0.0561397682571283	-0.0024046770923774	-0.00549340681404746	0.0292007267059923	0.00475652031178589	0.0251619536376292	-0.0510619603555352	0.0633480947259037	0.00307645456320679	-0.0808066362510568	-0.0351607434200822	0.00168442157325639	-0.0466112827504477	0.0523748645214157	0.0599319725384962
CDK4	-0.0397554913086205	-0.00561616086408063	0.103361561819022	-0.0575575603374708	0.00406675011235849	0.0883385503654796	-0.0380986163316028	0.063163248286583	-0.020358613912381	-0.0960953871499706	0.0860922346995905	0.126079126506813	0.0420018877867002	1	0.129454932405454	0.0872243192417463	0.0607429495115503	0.0561161977427244	0.00822042750020194	-0.160900456502346	0.0309467469845436	0.0311565681978841	-0.05560844031847	-0.0620706083305285	0.0360436517133741	0.0997049304718253	-0.064769634774907	-0.0233630326382463	-0.0506386213471545	0.0230409490587803	0.0756385378948026	-0.0474410281620419	0.0205084595595615	-0.146712891341652	-0.0651005018729999	-0.0833416852339462	-0.068718050559765	0.0297901875433226	-0.0482513316173576	0.129324438020507	0.0853400580363637	0.0147783190895093	-0.0507987772092451	0.114801910710325	-0.0285775262091737	-0.0693810423597421	-0.0638693325192871	-0.0456232682003324	0.0722214728869292	-0.0518335788069492	0.0716425392162678	0.00556991897223747	-0.104148539871509	0.0149830121376035	-0.0890389192189334	-0.0843013691401177	-0.0437604036862147	0.0531753652061662	-0.10166816184126	-0.108326551741061	-0.0936526138063635	0.0668767709474234	0.0542981761880657	0.0413101185992141	0.117607684980903	-0.0672217986040901	-0.00556419417561191	0.0376563190860369	0.078904284668583	-0.0611196821377686	0.0270821665127797	0.0564826675180533	-0.0424052167430882	-0.108029578656004	0.0593043650327329	0.0825634436729755	0.0290385845703564	-0.0118277323421204	0.0796045409032941	0.0345069650669943	0.0659710950622328	0.112627857579237
CDK5	-0.0255593444549069	-0.0603655371902826	-0.0197425208868264	-0.136740311091665	0.025643094005285	0.0465497580174096	-0.0443447064954913	-0.0281488795616335	0.0673086414418373	0.0542548372896667	-0.0582693224908094	0.0647060864459751	0.0254158915345511	0.129454932405455	1	-0.0874814819457592	0.108756394685344	-0.0450199094312701	0.0625645796530265	0.0541577004198044	0.0096613346982923	-0.0040626316195321	-0.0267096961089486	0.11729480145372	0.0471938351872042	0.0845197104898702	0.0407582739243208	-0.00326249921435367	0.118180137550953	-0.0436428427940814	-0.0350675274761267	0.0214392510958259	-0.0107992425229013	0.0174403798196218	0.0972139884826395	0.0422882746335064	-0.0228992824969589	0.0362863422758893	-0.127000753043096	0.0950743216913102	0.0794464787751331	-0.0573324387321496	0.0717123918583072	0.0660526400951719	0.00121276854839932	0.105949129202056	0.0534908475118634	-0.0791844797725412	0.0270781856726608	-0.00232601210058407	-0.0572588807855128	0.0709244756470364	0.0223873656816235	-0.0891452959801762	0.0283956312237427	0.0131081811805527	0.0652745149453869	0.0962280442682941	0.0589575522533302	0.0340222239920423	0.0414606989220278	0.0155201787951997	0.00847562939097179	-0.125669937949121	-0.0970814491735929	-0.0513085087956612	0.0318656464021009	0.0662735969509191	-0.0855420912792633	0.0289247083615445	-0.0473482271107528	-0.0224310375835856	-0.0137523898200043	0.147682245463356	-0.000104716064048713	-0.138559338534531	-0.15664388659992	-0.0530066724515285	-0.0212508376825649	-0.0600392636157278	-0.05676272566161	-0.171641629482532
CDK7	0.111444516620581	0.030654972398425	0.071316971112753	-0.0985012195435366	0.0415077736145487	0.0516189330587499	-0.0904862063953969	-0.0856556766463675	-0.0179514555975382	0.0012228214728034	0.351943728935091	-0.00998660526474746	-0.0235073305658496	0.0872243192417464	-0.0874814819457592	1	-0.0981965481567001	-0.0157023308418039	-0.0137942005898228	0.0169670781624985	-0.0210061550383676	-0.076609724875155	0.0846141410876134	0.10258308749631	-0.0506448054272946	-0.0543164195099374	-0.0520889539375279	0.078989112836837	0.221437616023343	-0.151840645613347	-0.0487892381107412	-0.0372116667762075	-0.0985723554902345	0.040027458578867	0.0221622584618029	0.0564303412732492	-0.0070925095825813	-0.000598025533635108	-0.0287496586848847	-0.130876909531425	0.124567385414869	-0.0430065075967587	-0.0595415136612395	0.0781544088205794	-0.109860055181045	0.153236417577528	0.171055103212092	0.0348207909921607	-0.0226423534991549	0.221503642769563	0.023610614610849	-0.0372685030472583	0.102088465410203	-0.0594362078070262	-0.0118111750273779	0.0243841427737636	0.00429535636849362	0.0617572097868532	0.0779852107067115	-0.0573689772837464	0.0378826638274197	-0.0287989646362891	-0.00450077411207785	0.0586881232259342	-0.0625814533569018	-0.0250222423663699	0.0547014305449616	-0.0637754215650888	0.0228005431954256	-0.0487675524606888	-0.0617413946788664	0.0695235582950195	-0.000142118804592628	0.181646960626111	0.10121303390787	-0.0852754229667368	0.00175703944250055	-0.0983369370146047	0.0368130253808325	-0.0852135614069377	-0.00758735927755526	-0.118649678419007
CDK9	-0.0653151225312676	0.0302467731090953	0.151309406488619	-0.10404042962957	-0.0209001154999811	-0.0683482476710252	0.0685715865506429	-0.0866886295067004	0.0898835632046435	0.0151112534614753	0.0047229693980523	0.093354605087278	0.0363287452333387	0.0607429495115504	0.108756394685344	-0.0981965481567	1	0.0425894780121766	0.0425685587091623	-0.110130176991941	-0.0768822586415665	-0.0660551880533445	0.114058978226836	0.0757419260568369	-0.0344408802882406	-0.0598741107099858	-0.0153563696233972	0.118841800227561	-0.0333643115385641	0.0874534681360504	-0.110426107747579	-0.0279087289414119	-0.0897657302414703	-0.113218025984355	0.129837595132611	0.0650054474299678	-0.0362770628824861	0.0703747824352913	-0.0324539545715394	-0.0715813502375156	-0.168275481170547	0.157084529396351	0.0299320326312693	0.0381405688537158	-0.0196748476898517	0.00624634289014953	-0.0927150269237553	0.0313445972365192	0.0201276517044031	0.0595181101745511	-0.087205966804067	-0.143677854424737	-0.0704070981189109	0.231815482834441	-0.106432284940708	-0.040987327961682	0.0210866967780434	-0.00236038294510356	-0.0315825832981915	-0.0678100866168412	-0.000523357285531524	-0.0211455307092756	0.0507508641039715	0.194580556805773	-0.118653139971393	-0.118751516466499	0.182083396122168	-0.112641663776138	-0.0276104620694911	0.044353008520919	0.0398822248475278	0.141090450288184	0.0630530578754646	0.0398080249438906	0.0351482362133445	0.0989992046417453	0.16494335346466	-0.0755845060917494	0.0242560684651914	-0.0541305793095694	-0.0335462677134199	-0.0284951012914698
CHEK1	-0.0802492307561031	0.0958746634114429	0.0511249609329909	0.0651972696588989	0.129092535401192	0.0669076034176469	-0.0711087558170229	0.0436890185873871	-0.166080694622306	0.109244096842661	0.0234391174901692	-0.0300168050234961	0.00659872594395333	0.0561161977427244	-0.0450199094312701	-0.0157023308418039	0.0425894780121767	1	0.0961488766507257	-0.0333716303525367	0.0299052629817504	0.00197409354965485	0.0214709336313771	-0.0845464036961643	-0.214996364903686	-0.0257808294050665	0.0833285273436307	0.0242332515319401	0.0143050535233388	-0.0352993495066443	0.109185949178735	-0.00581442042100097	0.0837309141723733	-0.0487889049624934	-0.0601601757821237	0.0852677790662719	-0.0293560406702187	-0.0187023146274384	0.149483075675577	-0.109960314752061	-0.074186643743024	0.114297818644155	0.0325271504691723	0.0609291369276151	0.0608411011299116	0.0914686067404789	0.163703088412165	0.0181471628759448	0.0240854599557358	0.0543816094090919	-0.064224162147856	-0.0434677831380098	-0.0342450173042631	0.0034420617289088	0.138177682619789	0.10725009917324	-0.0314404964091688	-0.0539507697978743	-0.0589179157900776	0.0094204986468385	0.0568769347874883	-0.014704935627979	0.176383522551719	-0.0154876604946784	0.0105780623601426	0.0169665915162011	-0.0445376967191171	-0.0069705218627346	-0.0815930942506959	0.0308917305085912	-0.0532133670280539	0.0279537530054228	-0.0273713983191942	0.0645217213876087	0.00920313099915654	-0.0592279861095338	0.0451763038982504	-0.0645712297032241	0.0163238015905457	-0.079359856114016	0.130861164180624	0.0594209706713231
CHEK2	-0.0382882041868011	-0.037668859668744	0.0899266637010401	0.0645857484049865	-0.0269837427823239	0.0521294268192687	0.080733430956007	-0.0376468317354115	-0.0599377443824762	-0.0295403016087554	0.0749598847602175	0.0255273612987175	-0.0195874353220952	0.00822042750020195	0.0625645796530265	-0.0137942005898228	0.0425685587091623	0.0961488766507258	1	0.0375168047932476	0.0707116896814676	0.0189823927011162	0.0985756545731263	-0.0867838058947025	-0.0237460169460479	0.0992501449173456	-0.0836517901845229	-0.0138401044192037	0.0209922415913069	-0.0350152867508552	0.123152021394962	0.0426970585033204	0.0577958281758776	0.119834741313283	0.0952003828105678	-0.0767924999426726	-0.106678952714683	0.0274240139800076	0.0874980118843783	-0.0403923790242231	-0.202431082219981	-0.092820103311212	-0.025265015030075	0.148534217914239	0.0428398870795538	-0.0595920339907238	0.0997282406094259	-0.0708105950416876	-0.029077528519395	0.0532231665308354	-0.0411089798529204	-0.131697252779313	-0.00878960983747975	0.0579635745959406	-0.0501896411769078	-0.0487883898425217	0.00510893917441378	0.0888746768721125	-0.0719739479090514	0.0447772660487439	-0.0537197114920189	0.1254088989642	-0.0565873205724999	-0.0248317165471903	0.0146678600666896	-0.0117165581234125	-0.0454392151946007	0.0976789237671787	-0.0247082932769138	0.0671466858170935	0.105478922454301	0.091826181834013	0.0155822720970193	-0.0711080328825175	-0.141993751708558	-0.0376127179739681	-0.0302288734948085	0.0443329045667045	-0.0151502904864195	0.0569376344629969	0.134176022830162	0.0109999550188323
CHUK	0.0254232768648264	-0.025413656547714	0.121448347062742	-0.0365102432953816	0.0211636890157153	0.053839782713593	-0.182996278511658	0.106547301257054	0.0760542837355657	-0.0506588572265253	0.0975672579409583	0.0773439684452687	-0.0172225469298847	-0.160900456502346	0.0541577004198044	0.0169670781624985	-0.110130176991942	-0.0333716303525367	0.0375168047932476	1	-0.163823810907214	0.162095225364877	0.0471947267160478	-0.0980798438933748	0.0173609923119461	0.0303149256461443	0.0824393679784137	-0.1357335518584	-0.00635471592009745	0.0721771323608613	-0.0300063407077065	0.0509743712773173	0.0440924329970657	-0.0537184252856536	0.00939003989592804	0.00609109622621146	-0.0697833696458674	0.0964221638590349	-0.0956911183026058	0.0414823553516221	-0.0329726193400054	0.00265308598394423	0.0669084449466465	0.0169968827056777	0.0116594917064354	0.0623605101785168	0.0540504206427682	0.0367870406225942	0.0466851116908381	0.00277891675338904	0.0398944634889879	-0.0321464173742528	-0.148827611576518	0.161162002366035	-0.0912883943836995	-0.0589793581032964	0.0128209928572143	-0.0479674208707419	0.0335724062470737	-0.134017552584485	0.080420953183294	-0.0646098685840362	0.210769894042644	0.139012053983999	0.0851188134216448	-0.117826570315724	0.192849617311239	0.00424325283600564	-0.0193762945045952	0.049620086848791	-0.0283921427220353	-0.129702295507892	-0.119988030705623	0.0216287296383133	0.0210545624650483	0.0283326587542969	0.045632965747909	0.0120503737090251	-0.067175736445991	0.0464026366780334	0.0215441126394281	-0.0140100044438185
CSNK1A1	0.0805249394351888	0.0408376389031546	-0.0246222693305299	-0.0131666637687401	-0.035631697263696	0.0579765004643516	-0.136460709444378	-0.00822044611340763	-0.0722761762054705	0.0165555672391584	0.112978534612192	-0.0231617665634057	-0.111241171976348	0.0309467469845437	0.00966133469829232	-0.0210061550383675	-0.0768822586415665	0.0299052629817505	0.0707116896814676	-0.163823810907214	1	-0.00255323296088008	0.255613855240564	0.0154268959770718	-0.00326624521342239	-0.160197741642589	-0.0352646121324025	-0.179230066576892	0.112514056469255	0.0352093668287739	-0.0271694309843326	0.0870956896198155	-0.0459432134868668	-0.050365896860209	-0.0344149288366249	-0.0287905222642457	-0.0227004483395528	0.035230269524495	-0.111091672201839	0.0194829506241056	0.0130189284191314	-0.0386586644488095	0.0274466601850304	-0.0898261051327374	-0.0989992455451764	0.0569868797279548	0.120723592498324	-0.0150362543281046	0.0246339398201742	0.0293182202855731	-0.00856764910770218	0.0182295408477716	0.131924440286502	0.0529014167528741	-0.120889712197145	-0.0354243171514387	0.115941593703668	0.000907106556435133	0.0587674687591135	-0.03568904627104	0.246250454006239	-0.144332873001454	0.0125444337429128	0.0196529036109385	-0.0563199848842535	0.116082237255684	-0.0264254893595062	-0.0893052005047574	-0.0600521925848079	0.113581243689535	0.106166535296346	-0.204903116278981	0.0552454270626175	-0.163559937225761	0.0205127022334289	0.042153827997684	-0.0298801516616477	0.146230618829776	-0.172287958745675	-0.0471282424115308	-0.00834295872704431	-0.134857228631339
CSNK1D	0.159630067976154	0.047048621536039	-0.163568643866726	0.0737731232703267	0.0768350870477679	0.0497785993702693	0.0612495964511242	-0.143618224499304	-0.0303448513232611	0.0418026132648675	0.0913424609659785	0.0377184917766648	0.0208619547555076	0.0311565681978841	-0.00406263161953201	-0.076609724875155	-0.0660551880533446	0.00197409354965488	0.0189823927011162	0.162095225364876	-0.00255323296088025	1	0.0513139216693356	0.207493489074379	0.0715393520761268	-0.123932498099338	-0.107395624599649	0.0177913395659967	-0.0443531159663032	0.0775391989206418	-0.12810754570256	-0.0951839882964537	0.06969376501462	-0.00516307254586703	-0.0597951784898375	-0.0226784086047971	-0.0541426104717814	-0.00663980659618433	0.0220142891243748	-0.0478901751212477	0.0812381524958097	-0.0130523574217012	0.0479835459824546	0.0582294479107799	-0.0710907399921288	-0.00549332048358759	-0.114315826817575	0.0428301739947747	-0.0527053292790371	0.0616863894255004	-0.0424997063272871	-0.0497095346757396	0.113671425772187	0.0945664417288303	-0.0326041327645665	-0.0641158323639	-0.0302244500447605	-0.022106717228914	0.119452322255136	-0.00285190121082334	-0.0675684392347805	0.109883619506966	-0.0437493889735419	-0.115269867466575	0.0201119543972781	0.0219562067081479	-0.064406228496801	-0.0863111711766742	0.0108515726941003	0.0803806025997793	0.0737058971435251	0.040874657156271	0.015935748877541	-0.117825633570427	0.0558971290653493	-0.0973466218611644	0.0190011409501378	0.17740855370847	-0.0153335350669195	0.125130150268326	0.177089448762939	-0.0233796221077676
CSNK2A1	-0.0516030649873165	-0.112321047355743	-0.0616740587963718	0.0475877583461481	-0.0173785641190077	-0.116348466412182	0.0682158456517823	0.00675178141225987	0.152702807035587	-0.050104159130778	0.108153302963999	0.11071207944574	0.0398981924581147	-0.0556084403184701	-0.0267096961089486	0.0846141410876134	0.114058978226836	0.0214709336313772	0.0985756545731262	0.0471947267160477	0.255613855240564	0.0513139216693355	1	0.049970110357104	0.171764752973616	0.163714344555081	0.033663353857553	-0.0422771706546354	0.00440614343799824	0.0271683082266951	-0.0616022964394381	0.0365396161570314	0.0204396283562044	-0.0457803027214818	-0.0483901929652771	0.0758520138745073	0.113130490251434	0.0638221876786743	0.00859752585494027	0.101478166746152	0.0964332449238465	-0.0732791651432683	0.067940029278378	-0.0365792292241429	-0.0157684440092029	-0.0501481264403393	-0.074317925047671	0.0617256820791519	0.0856077115755962	-0.0553197220426048	0.0516537794869396	0.0737990199541112	-0.0758959327030637	-0.13334079799716	-0.0270990527615344	0.0232233708015583	-0.076646307842277	-0.0128714466977336	0.113381073358028	-0.0990370060657533	-0.0707886013204023	-0.0825149619899372	0.0364832633065609	-0.109237481484735	0.0205392546579891	-0.0451123891027527	0.0337263927038706	0.096971551196021	-0.0361118214194872	-0.000619770224798823	0.108045151195808	-0.0118724408559035	-0.116716867232249	-0.0458268383289832	0.042199696708332	-0.120085304718999	0.0697177792689291	0.0246866789973253	0.0284528167026371	0.0525121213981161	-0.0827034766083302	0.0838947660093316
DAPK1	-0.0916923960278555	0.0461575439484784	0.0822013849587142	0.0271622501844102	0.0308645641363791	0.0611676698284182	0.0346135693260533	0.19968234823008	-0.0298936114164555	-0.0736688940876889	-0.0496411846204262	0.0536061118116334	-0.0336937641230513	-0.0620706083305285	0.11729480145372	0.10258308749631	0.075741926056837	-0.0845464036961642	-0.0867838058947024	-0.0980798438933747	0.0154268959770719	0.207493489074379	0.049970110357104	1	0.00446350538849855	0.00214479635880881	0.0509401133813551	-0.127389437827768	0.0146948408372661	0.0999227175901268	0.242374049012178	0.0426133822559053	0.0972068495341141	-0.0370862919130557	-0.0566788208327333	0.0692704331822294	-0.0451134478931811	-0.0320641841664471	0.0903413254953308	-0.0777024551946232	-0.0974375190187199	0.00295926175994763	0.0521201983845909	-0.0411659942590086	0.183229962719686	-0.10818541708022	-0.00272990334198336	0.00113934592865108	0.0925406929613783	-0.105374327493339	0.0408383911646809	-0.11934005220478	-0.00381875686488265	-0.0101434522411494	-0.0812833291554095	0.112880145762087	-0.0288818319755881	-0.0689318158028417	-0.0788086645530437	-0.115759694733255	-0.0318819218350107	0.0103438298425862	0.0360183417835185	0.054037552789532	0.0669551403570957	-0.00271038526637156	0.0375830674664862	0.0591542015588393	-0.0206150570213235	0.0684983919097145	0.0553102462928069	0.0518906410247386	-0.0322894097921058	0.020446547875323	0.0143516053202569	-0.0148988065618982	0.0931806173640227	-0.0632761160801362	0.137360584187515	0.00964606765653841	0.117487989236701	0.120832569916168
DYRK1A	0.00650759290838588	0.01338206167908	0.0131756655977067	0.0985712991191414	0.059439164729901	0.0139436299224505	0.000358654562466393	0.0717345837256595	-0.0913714464258502	0.0660555793217436	-0.104341606190203	-0.10049958166048	-0.0242995370311117	0.0360436517133742	0.0471938351872041	-0.0506448054272945	-0.0344408802882406	-0.214996364903686	-0.0237460169460479	0.0173609923119461	-0.00326624521342243	0.0715393520761268	0.171764752973616	0.00446350538849852	1	-0.0593844376657178	0.0520342830638707	0.0897893156163196	0.106606717624279	0.0310583752604104	-0.116773586570485	-0.0657591283371312	-0.0329818004254155	-0.0572372286831806	0.0524585604188945	-0.0432410355478644	-0.102966534794076	-0.0402035497802937	0.0837607263589335	-0.0669249057601427	-0.0988463219895173	-0.0765100707082332	-0.0934253853332838	0.0919135851395348	-0.0806532782602659	0.14304948345815	0.105133249555059	0.0566723599157941	-0.00240600486182957	0.046331911849081	0.107243517803427	-0.00879767336387316	-0.110259713680489	-3.20946601302922e-05	0.0696146296858247	-0.00560824616671061	0.019919598606278	0.0449930006894197	-0.121632977691702	0.0795864936914099	0.0813189624872753	-0.00196249465270312	0.127350636353374	0.0278549340936018	-0.134822667988508	-0.0710316982902523	-0.0274491349154098	-0.025171866484366	0.00942676778551369	0.0276326456045522	-0.124817474163366	0.115534869729678	0.0660220529828108	0.0493279667771292	-0.0135069586032666	0.00408438405767761	-0.00129890543288703	-0.0934448336053969	0.0506277840779464	-0.0507789579256056	-0.11487660514606	-0.0696616841417553
DYRK2	0.0917073886536505	0.170498280244916	-0.0383721147221437	0.0898160705804244	0.0932326085165232	-0.0567912862834469	0.00602191008498905	-0.0881927425063622	0.0378750505851984	0.00940152402012709	0.0617419827185488	0.0438375322411967	-0.115121002631592	0.0997049304718252	0.0845197104898702	-0.0543164195099374	-0.0598741107099857	-0.0257808294050666	0.0992501449173455	0.0303149256461443	-0.160197741642589	-0.123932498099338	0.163714344555081	0.00214479635880879	-0.0593844376657178	1	0.0119749481338079	-0.0136938959831358	-0.00201967418201395	0.0365732442964743	0.00958970803715271	-0.0811251953264388	0.00204557627004426	-0.03061465332411	-0.0214565995897942	-0.0397491705708089	0.0787804055594937	-0.0136399741950204	0.035664468474682	-0.0809709695029609	-0.0295703705013278	0.173218041131231	0.0596615668744273	-0.0447099386034929	-0.085285246748627	-0.11029372331441	0.0621032899438555	0.00776755444066106	0.0900433865039661	0.10200379834775	0.0447461412019445	0.0239529669136985	0.066356797255568	-0.00892946053987254	-0.151194836110122	0.0379768820177898	-0.00858383904215185	0.0372949863973534	0.00890749999013152	-0.112131957284106	-0.055598241579719	0.114454288699295	0.0323904534758937	0.072704582313921	0.0477424595573456	0.0747594666631522	-0.136088408427184	-0.0762008482099449	-0.0219424252292063	0.0658864261213195	0.050773222481473	-0.140789078647744	0.080057242003037	-0.155570633924581	0.15737918879035	0.0550960412056606	-0.0818259431657224	0.00196350050866883	-0.0673266122345421	-0.0145743453625094	0.120449968848662	0.0439522416908433
EGFR	0.114731614769132	-0.0459150780532637	0.0757255407935729	-0.0400268691929448	0.0889521193585683	0.0565512020147502	0.124297165404555	-0.0498439114814043	-0.0317063917820549	-0.0345047405659385	0.0198406648052114	-0.0206351960204289	-0.0401573564494592	-0.0647696347749071	0.0407582739243208	-0.0520889539375278	-0.0153563696233972	0.0833285273436307	-0.0836517901845229	0.0824393679784136	-0.0352646121324025	-0.107395624599649	0.033663353857553	0.0509401133813552	0.0520342830638707	0.0119749481338079	1	-0.00303215352123464	0.0161740387607984	-0.178947416122862	0.216435380369198	-0.0157647780447355	-0.00749641618002844	0.0588574029974202	0.0601177132763419	-0.127883327390284	0.124383168860712	-0.0676987883233765	-0.00577201573735429	0.0613066946817903	-0.0311949544988803	0.0381861606957209	-0.00597533011017576	0.119496337558964	-0.178627808894777	-0.0808538269959314	0.036808512482478	0.0146655298281463	-0.030295140594141	0.0334338703430533	0.0797994920194294	0.084527589918652	0.102732581074958	-0.0315319100186549	-0.133922019254554	-0.122462675321785	-0.0225882710097202	0.0355477873576867	-0.00668552693086631	0.00542003702736873	-0.137303704276124	0.00944303691153722	-0.20029992085344	-0.0102482946968939	0.104554424840327	-0.00447246718315965	0.0435037886225969	-0.156523717412408	-0.0664495254230068	-0.0125921286506098	0.0733739930055081	-0.0614101164634995	0.157926145402051	0.0367221686627106	0.110369693523394	0.145150707857365	0.00792012915779347	0.0497740214303489	0.153416504865083	-0.0270790426288217	0.0200033509960162	0.0540322027631645
