AKT1	ATR	AURKB	BRAF	CAMK2A	CDK1	CDK2	CDK4	CDK5	CDK7	CHEK1	CHEK2	CSNK2A1	DYRK1A	DYRK2	GSK3B	LYN	MAPK1	MAPK14	MAPK8	MAPKAPK2	MARK2	MTOR	PAK1	PAK2	PLK1	PRKAA1	PRKACA	PRKCA	PRKCB	PRKCD	PRKCE	PRKCI	PRKD1	PRKG1	ROCK1	RPS6KA1	RPS6KA3	RPS6KB1	SGK1	SRC
MAPKAPK2	0.0490165582089596	-0.0593510554632427	0.0872655553853608	-0.0818779371011841	-0.00841194818608702	-0.00077554703239508	0.01201615358859	-0.0452206623874271	0.0329461527574999	0.0810334818460326	0.0661220870733871	0.0599844028433812	-0.0605562254570318	-0.0294454488621926	0.0519582645390003	-0.0469894483336603	0.0348095857231626	0.0240367670558646	0.0196604898718494	0.0395516799641452	1	-0.0111619598742728	0.00913399029750224	0.0872505056901771	0.184094411704933	0.0281115268092526	-0.0119456374244544	0.0747999390033078	0.0172386047467989	-0.0275205030365724	0.079903734559046	0.0439922727414852	0.0175144385585963	0.14014835317291	0.348006421385932	0.106910404552977	-0.00967882600560365	-0.0607419530208878	0.00711181714956051	0.0364677821163572	-0.0076253033321401
MARK2	-0.0394534538560601	0.00701826246716334	0.0373561424571516	-0.114117785866464	0.0703359854494608	0.0820599464210495	0.0534677416426679	-0.0937179048814058	-0.0745977257337891	0.0386750974737194	0.0151042344911678	-0.00876111880628695	0.0332745341307446	0.0749987992057759	0.00765883798260011	-0.0546107518660518	-0.0355813004642347	0.000519383898523263	0.00408419229161225	-0.0744180334795884	-0.0111619598742728	1	0.0564317240951625	0.0727502663045262	0.096379765533607	-0.0537601706765148	0.0565941055583956	-0.00694481265601872	-0.0455422015193955	-0.0554663113038306	0.0140914991533972	0.0510405787519022	0.0571782642445429	0.138151204377713	-0.0506790854462827	0.00140921477407766	0.00859489529699621	0.018711792414179	-0.148484485084903	-0.0365210051176801	0.0368439995840712
MTOR	-0.0111742022671596	0.0323180537908464	-0.0423172574933649	0.0406798408875475	0.0197639194745624	-0.0515391538060695	0.0965661286992092	-0.00903235394663232	0.0718301318190184	-0.0249082089208567	-0.0443138374349221	-0.0435774863295886	0.0842486570354431	-0.00703818489844331	0.0964197541801418	0.0914724548337866	0.0705781699260979	0.0928767304581169	0.0334461914943982	0.0648887864132664	0.0091339902975022	0.0564317240951625	1	0.042964821125725	0.0786055226885351	-0.000285269330314077	0.000250422445433786	0.0309094948377159	-0.0350097496613245	0.00079004051455846	0.0195203979316652	0.0318250418324126	-0.0162053545489279	0.0596899144595512	-0.0502720820571687	-0.0321131197251301	-0.00162764053888438	-0.0711375397220093	0.0648860046333448	0.101747152164327	-0.0183853226697127
PAK1	0.0230969806929176	-0.0915477879944762	0.0803954243689581	0.202268181768818	0.0769086552123991	0.0107260895106483	0.0210101745145279	0.0657132968076511	-0.0742219999149458	-0.0061600899798171	0.000588934226796911	-0.0507381870168405	-0.000773588018337485	0.118336839744536	0.105909239504627	0.002877402862781	0.0730645777268348	-0.0465246713667486	-0.0173476843440223	0.0141573851071065	0.0872505056901771	0.0727502663045262	0.042964821125725	1	-0.00686483916859195	0.145608713811158	0.0215545284055723	0.105502788074021	-0.0478433883642783	0.182531878140282	0.00806646293036876	0.0304885565780317	0.028818928120217	-0.0642955310740674	0.00735830433407762	0.0448323337656459	0.000662519157725961	0.0261372656749546	-0.0132056594289631	-0.0594360962699498	-0.0337386620972075
PAK2	-0.0605628059568509	0.0646647039918153	0.0278675897922976	0.0336470184553471	-0.118901897953052	-0.0271314709985022	-0.0335995283455076	-0.0131918225825125	-0.0371175286524888	-0.045146078122949	0.0209898755041699	-0.00436630835688428	0.0174720932249535	0.00168502469267821	0.0332225046124352	0.0711476072565269	0.0173393951849775	-0.017865131719862	-0.0533572069510806	0.00843655762644082	0.184094411704933	0.096379765533607	0.078605522688535	-0.00686483916859197	1	0.0632985726887085	0.00648966841985167	0.0112526149502016	0.135940161863121	-0.00498533127453255	-0.00553894127805381	-0.0722610580341277	-0.0496237415857498	-0.101541232127815	-0.00650825144297006	0.124688540479473	0.104976811159713	0.121312161223451	0.102460266321053	0.0231786150274537	-0.0564009226559104
PLK1	-0.11823385905658	-0.0315616607947028	0.0193106350571403	0.0566638547446686	-0.0327216158189575	0.0730301646974788	-0.0378595593779146	-0.0832308491730797	0.00703887911698384	0.0691154081668278	0.135133996646421	0.0972175108035008	0.0950758374278979	-0.048768402578286	-0.0107188461598603	-0.070572722498384	-0.0584093629562041	0.0169151670875008	0.0102505329842928	0.0139013134677175	0.0281115268092526	-0.0537601706765148	-0.000285269330314071	0.145608713811158	0.0632985726887085	1	0.137253548244884	-0.0112920474337899	0.0777340881256638	0.0295777344999961	-0.0175739551121844	0.00771990173332878	0.0144716847337474	0.0511206877115177	-0.0333009232193974	0.0389378489132347	-0.0318748601862281	-0.0420670006678598	-0.035257032053807	-0.0715013458604789	-0.0273506549689551
PRKAA1	0.0993717208632283	0.0709224522323139	0.00249545379043594	-0.00376572769337779	0.100399103643037	-0.065114966150243	-0.0368670570235536	0.0292095866718905	0.0557676021430642	0.076638277097392	-0.0304220168605339	0.0396397064468614	0.00171923237930401	0.0221556723978397	0.0663329267051494	-0.0497942855585373	0.0207871283786418	-0.0549840198699314	0.0908224833406318	-0.078124444618376	-0.0119456374244544	0.0565941055583956	0.000250422445433768	0.0215545284055723	0.00648966841985168	0.137253548244884	1	0.0682054154379061	-0.0411057141147929	-0.0670157523202039	-0.0533910078852084	0.0287841641638233	0.0512426751266589	0.0443319314100385	-0.0540120075010966	0.0789097367084249	0.0386527850589692	-0.043748749351815	0.0868172511973465	-0.029050157095012	0.00357300900077037
PRKACA	0.14657288761253	0.0392924694159278	0.0414245198371798	-0.0660186194123711	-0.00030383224556788	-0.0237298586328095	-0.0508987776067236	-0.0489582064885445	0.061782735707441	0.0271187850548939	-0.0237504217012099	9.02589247532603e-05	0.059392327867239	-0.0385948241728413	0.0693354921094622	0.00261207072404872	-0.0812414025473893	0.00302782583725179	-0.0635648559553008	-0.0623148714230067	0.0747999390033077	-0.0069448126560187	0.0309094948377159	0.105502788074021	0.0112526149502016	-0.0112920474337899	0.0682054154379061	1	0.126774387551791	0.0121330058781708	-0.0747777282086772	0.0148421566911541	0.0753583937996381	0.0350306928316036	0.158425124325248	0.0380407031230117	0.132097368315121	0.0482026348125168	0.0885186731503943	0.0527707290284333	0.0805975911005822
PRKCA	0.177385183317107	0.0531020606247818	0.0520172461281064	-0.078329604809174	0.0443780017129725	0.0555029716418778	-0.0427581742381074	-0.0532930637284633	0.0204728953453991	-0.0203286841516235	-0.0129267123302412	0.0182945618635475	-0.0439863552914341	0.0431725541358344	-0.0877485106175342	0.0785807136627523	0.0346180440303613	-0.0436538226502884	0.0243982562386547	-0.0479266079281939	0.017238604746799	-0.0455422015193955	-0.0350097496613245	-0.0478433883642783	0.135940161863121	0.0777340881256638	-0.0411057141147929	0.126774387551791	1	0.0341482374062659	0.0855427277187455	0.0732505568475313	0.0521226698491275	-0.0158332132787271	0.134973528151374	-0.0092493757668182	-0.012414740992765	-0.0288771362105523	-0.00947548589942407	0.0743841178687578	0.0117897443567201
PRKCB	0.0296135542757406	-0.0057670215616327	0.0452300585909228	0.0429309972027543	0.0933115013697078	0.111750251263469	0.0313926646460619	-0.0670495427836773	0.0438040285986439	-0.0589322513721551	0.0583044784363577	0.0338968000808271	-0.00366329268619755	0.0817832904480193	-0.0227187777495309	-0.0299483756392028	-0.0428075585504621	0.0576207780586214	0.10170571573269	0.106292100403669	-0.0275205030365725	-0.0554663113038306	0.000790040514558453	0.182531878140282	-0.00498533127453255	0.0295777344999961	-0.0670157523202039	0.0121330058781708	0.0341482374062658	1	0.115799489772521	-0.0655079140326561	-0.0227677110253587	-0.041440538435908	0.0358937617503874	-0.00231206371687143	0.047501158570225	-0.0403509457688227	0.0920094922860118	0.0796191822480668	0.0839716255866165
PRKCD	-0.0227739871231763	-0.0319179733650736	-0.019875010254068	-0.0994500756222827	0.0641266079942297	-0.00454618873029584	-0.017064529144875	-0.0473921090202142	0.0281132383073218	-0.0167904422365602	-0.0181170672060008	-0.00051620685750978	-0.0710129639535395	0.018801932182698	0.119577377328834	-0.0815033860123824	0.0232429456672785	0.00146164489717754	0.0576602338620505	0.0145726075390533	0.079903734559046	0.0140914991533972	0.0195203979316651	0.00806646293036874	-0.00553894127805379	-0.0175739551121844	-0.0533910078852084	-0.0747777282086772	0.0855427277187455	0.115799489772521	1	0.0899433132217229	0.00718968972640284	0.00234691734908072	-0.0688174634428078	0.0272986230158683	0.0339517299511379	0.215274763899156	0.160813918201904	0.023593941823447	-0.0388195259979734
PRKCE	-0.0465905990558799	0.0226348979043844	-0.014792998605012	0.274151538077302	-0.0238848725555789	0.014713157424245	-0.0403946477235605	0.0416754850626968	-0.0105317660878125	0.0368702038888063	0.0195992006148183	0.00933968518918401	-0.0326270934271327	-0.0114461947397189	0.00677076484932785	0.0343179467388202	-0.013185568432414	0.014882425659845	0.0761893543947712	0.041000098665639	0.0439922727414852	0.0510405787519022	0.0318250418324126	0.0304885565780317	-0.0722610580341277	0.00771990173332877	0.0287841641638233	0.0148421566911541	0.0732505568475313	-0.0655079140326561	0.0899433132217228	1	0.0991362324433418	0.085218723845943	-0.0505879495856259	-0.0150618320491346	0.0270956889126821	0.0776993023169001	0.0377712559130971	0.0416484204461453	0.0278983676091047
PRKCI	0.00815668125214853	-0.00168480278695039	0.0275986556028727	0.36435338277485	-0.046608181944239	0.0460253978238666	-0.00557393926539773	-0.045495454737439	-0.0415011910795768	0.0300221994524098	-0.0363360074395115	0.0409154561296036	-0.0594921792988583	-0.00819029979090007	0.0140755241028672	0.0137245877223383	-0.0156666906654078	-0.00887309956216634	-0.0967018409304258	0.0176222740252751	0.0175144385585964	0.0571782642445429	-0.0162053545489279	0.028818928120217	-0.0496237415857498	0.0144716847337474	0.051242675126659	0.0753583937996381	0.0521226698491275	-0.0227677110253587	0.00718968972640284	0.0991362324433419	1	0.0956191395293078	-0.00418025492494413	0.0958448213320353	0.0588093825526888	0.0892676452328134	-0.0981092477845237	0.0415148056215472	-0.0755090827174028
PRKD1	0.0127315549094998	0.0585097609749095	0.025041837379904	0.140033910886231	0.101284686096573	0.010398909985571	-0.0210356387694179	-0.0003488114024103	0.0446885847570167	0.000346233322773338	0.0233695767489252	0.00051909935461731	0.0433814597028945	0.0246534504440306	-0.0357916515188831	0.0299186588369328	-0.0823194974872488	-0.0370284948518772	-0.0367853512833367	0.00919047092325369	0.14014835317291	0.138151204377713	0.0596899144595512	-0.0642955310740674	-0.101541232127815	0.0511206877115177	0.0443319314100385	0.0350306928316036	-0.0158332132787271	-0.041440538435908	0.0023469173490807	0.085218723845943	0.0956191395293078	1	0.137581259153318	0.088034418539214	-0.00644230312991292	0.0215110477756575	0.0721068615420787	0.0298290902222891	0.125507338890303
PRKG1	0.030581883176493	-0.0852894960064009	-0.0719608264055432	0.0266317042591025	0.0867705387281326	0.0338837536993932	-0.0914657051567958	-0.0495567470411283	-0.00837017923104409	0.0442362602182656	-0.0119159092508467	0.185573617895917	0.0166461751240209	0.109533187011585	-0.0543819466572949	0.00564505019040324	-0.0134115126600405	-0.0419295354809111	-0.0604725728282792	0.0864308828061271	0.348006421385932	-0.0506790854462827	-0.0502720820571687	0.00735830433407762	-0.00650825144297004	-0.0333009232193974	-0.0540120075010966	0.158425124325249	0.134973528151374	0.0358937617503874	-0.0688174634428078	-0.050587949585626	-0.00418025492494412	0.137581259153318	1	-0.100760988231308	-0.0332846932309671	-0.00187591476455083	0.0231885874201986	-0.032981084853812	-0.00643116095223745
