AKT1	ATR	AURKB	BRAF	CAMK2A	CDK1	CDK2	CDK4	CDK5	CDK7	CHEK1	CHEK2	CSNK2A1	DYRK1A	DYRK2	GSK3B	LYN	MAPK1	MAPK14	MAPK8	MAPKAPK2	MARK2	MTOR	PAK1	PAK2	PLK1	PRKAA1	PRKACA	PRKCA	PRKCB	PRKCD	PRKCE	PRKCI	PRKD1	PRKG1	ROCK1	RPS6KA1	RPS6KA3	RPS6KB1	SGK1	SRC
PRKCE	0.257711389567925	0.582568194682504	0.719454363319913	1.14687395662127e-11	0.561915625641273	0.720905189472733	0.326510190741857	0.311392241419398	0.798171353545024	0.370520270486629	0.634140660608511	0.820603366829968	0.428136466603109	0.78107497926161	0.869421365307657	0.404578350782252	0.748851151595835	0.717830544761389	0.0639479817699096	0.319305622555882	0.285234934196808	0.214955239342097	0.439584000360942	0.459043445622461	0.0789572655372896	0.851316356108792	0.484543551380498	0.718561592790131	0.0749305735487325	0.111335692475281	0.0286530967662353	0	0.0158245502904476	0.0381861845421357	0.219055500299496	0.714576717266453	0.510541991750726	0.0588426678951497	0.358933421127366	0.31170684986474	0.498092707971773
PRKCI	0.843010278289408	0.967370507557301	0.502722215275715	5.03744596995333e-20	0.257531623523194	0.263536250830651	0.892347639017517	0.269079471841498	0.313421954971958	0.465945318795154	0.37749777602736	0.320306540049047	0.148253350943824	0.842371675773911	0.732527461952565	0.738950450413417	0.703645005146006	0.829424461913966	0.0186025031873518	0.668727246596561	0.670635028036292	0.164710026323795	0.693960726104302	0.484015895392689	0.227976120995222	0.725299169294926	0.213142422697281	0.0669097757663885	0.205377131401459	0.580357112845441	0.861421271524584	0.0158245502904476	0	0.019968954236269	0.919157155527565	0.0196771277634634	0.152973521527975	0.0298766260114743	0.0169486976988202	0.313263096909389	0.066364465970977
PRKD1	0.757222704857842	0.155080449614934	0.543119960279569	0.000633570055280468	0.0136823209209358	0.800663527725255	0.609495344529429	0.993242788083676	0.2776717220084	0.993292729741227	0.570386701922591	0.989944097248335	0.291982861333501	0.549394608363634	0.384690480681306	0.467485434335987	0.0452755305108442	0.368468164412772	0.37162322011139	0.823421952305861	0.0006270384982535	0.000750498675216012	0.146907345728551	0.118125857481311	0.0134444239696948	0.214235335607942	0.281528437946101	0.394884215115178	0.700645994450389	0.31413030851293	0.954559252821558	0.0381861845421356	0.0199689542362689	0	0.000789656267761337	0.0322255145499659	0.875703289555559	0.601433188545876	0.0796002857355639	0.468819990555311	0.00221798133480517
PRKG1	0.457669148262918	0.0380256290857405	0.080213180796179	0.517811547912618	0.0347947941930108	0.410552827651832	0.0260530841888785	0.22860539351525	0.838956534126997	0.282569128237424	0.772333382459687	5.48843274030302e-06	0.686072342565661	0.00764281740000011	0.186384283503721	0.89098273993701	0.744695874440898	0.308449257418353	0.141671042209441	0.0355143057609755	2.69451064489827e-18	0.218225449928387	0.221949865521539	0.858205235152914	0.874441369195415	0.418654206258628	0.189402274269231	0.000108400772467513	0.000994127500096232	0.383334941542715	0.0943576473323912	0.219055500299496	0.919157155527565	0.000789656267761332	0	0.0141794895395054	0.418881138905155	0.963671673483389	0.573376369019188	0.423139573748718	0.875916526244217
ROCK1	0.581577009542724	0.0199207304340356	0.959439346579189	0.924122020598513	0.224853224039376	0.085529178471633	0.917006359817896	0.360786249957646	0.622040080778265	0.936329250118668	0.688956182130292	0.0189643900146044	0.902232583200642	0.0396712144910656	0.627425862962506	0.35821625415354	0.201779926751113	0.851909536661073	0.0709703479771738	0.0247043458848952	0.0092355593904953	0.972705526745106	0.435452284257806	0.276127468989062	0.00237160258091445	0.344273524389327	0.0549980246732419	0.355513144169853	0.822308994643833	0.955233372803871	0.507379299308344	0.714576717266453	0.0196771277634634	0.0322255145499659	0.0141794895395054	0	0.688109508953628	0.331333439314369	0.0642733134987636	0.00787348501222196	0.883635000850309
RPS6KA1	3.55410665204601e-06	0.837425330066675	0.676197810706314	0.296572623865556	0.0430663057992925	0.415513218438479	0.959316294660124	0.212109915593727	0.988528095786351	0.256239692101095	0.884083857098988	0.172310998491419	0.0319318122518357	0.526897575199779	0.421341157051203	0.209263503709579	0.146571330276244	0.566934533045546	0.134371433604701	0.0160432554407668	0.814205803301658	0.834694390096083	0.968476981184939	0.98716600681379	0.0105924842056053	0.438867886656501	0.347820084062272	0.00127565099615987	0.763081376409079	0.248515831338361	0.409614040878453	0.510541991750726	0.152973521527975	0.875703289555559	0.418881138905156	0.688109508953628	0	4.40786643780004e-05	1.68329816510013e-05	0.0015946010037364	0.0415313842028701
RPS6KA3	0.127638472083472	0.747416341724995	0.539395287600524	0.151153565696522	0.830964057835516	0.514041299451449	0.368500845405971	0.399817342178705	0.806037116155198	0.480802030376873	0.174445916935529	0.163874772463614	0.413749203629309	0.656218963620539	0.161682766229747	0.994871938114989	0.308794571833204	0.00877486022669105	0.553614511365059	0.0208207302010488	0.139902252087923	0.649573269429762	0.0837403422276824	0.525616618266339	0.00311314427164709	0.306864501323279	0.28791253209945	0.241589655753042	0.48313309492851	0.327034267944598	1.23037099518764e-07	0.0588426678951496	0.0298766260114743	0.601433188545875	0.963671673483389	0.331333439314369	4.40786643780007e-05	0	0.000819189091014842	0.659752326974557	0.0109481482551675
RPS6KB1	0.0522053768164082	0.656790912640418	0.199792181786118	0.337363619759797	0.798891796570449	0.468285891937009	0.68740221709511	0.41232710689955	0.73259797291849	0.109024878060255	0.420907825761448	0.843342747132076	0.244180739475385	0.615911900123336	0.466519409792687	0.384445603299549	0.546298642960108	0.319877187499371	0.310503055169963	0.897782142089893	0.862907335589345	0.000288667878926613	0.114779393890494	0.748481366882678	0.0126218544209233	0.39183530490218	0.0346968186073389	0.0312849913741179	0.818040162954835	0.0251750183574653	8.49073879803894e-05	0.358933421127366	0.0169486976988202	0.0796002857355639	0.573376369019188	0.0642733134987636	1.68329816510015e-05	0.000819189091014839	0	0.93188159602018	0.756737733875472
SGK1	0.0781595853945393	0.951942641685062	0.315577961551893	0.761375146315539	0.892919576733355	0.110566325966533	0.812920813994711	0.796036434489122	0.882807076914737	0.655978408563558	0.535659446031116	0.00806473342458079	0.802282404869713	0.417253914489617	0.159931399638682	0.308497043436144	0.00830285775288212	0.189528662310715	0.848840287020967	0.45000597397138	0.37576911498443	0.375072303668513	0.0132561183306484	0.148636819646606	0.573541312903419	0.0821665591750487	0.480514167533217	0.199791083310256	0.0705248971321433	0.0528433885885593	0.566690852773908	0.31170684986474	0.313263096909389	0.468819990555311	0.423139573748718	0.00787348501222195	0.00159460100373639	0.659752326974558	0.931881596020181	0	0.363237256077829
SRC	0.29749308570527	0.0927754478672184	0.594157165557586	0.50219685789736	0.363909502606326	0.234470126692698	0.116724720599209	0.971636291592056	0.181392814215423	0.154139502886204	0.63886487914416	0.232542830663829	0.0065337020523225	0.383626079915001	0.145818150389129	0.635299341302178	3.80176206104674e-52	0.0462535141429318	0.0660860164791714	0.823915642372161	0.853117502464214	0.370860668397355	0.655289206751217	0.412560876668328	0.170535759288587	0.506570046615367	0.930868962350198	0.0499877300755326	0.774678588987541	0.0411110833673286	0.345742809165889	0.498092707971773	0.0663644659709769	0.00221798133480517	0.875916526244216	0.883635000850309	0.0415313842028702	0.0109481482551675	0.756737733875472	0.363237256077829	0
