gena	genb	mut.info
304	ATM	GSK3B	-0.0075775926074213
305	ATM	HCK	-0.00509437190241702
306	ATM	IKBKB	0.0155868602938218
307	ATM	INSR	0.0805810349142533
308	ATM	IRAK1	0.0389194507365742
309	ATM	JAK2	-0.0250790496352886
310	ATM	LATS1	-0.00987132133052526
311	ATM	LCK	0.0174251281443834
312	ATM	LYN	0.0664919584852779
313	ATM	MAP2K1	-0.0196157821496881
314	ATM	MAP2K4	-0.0125781079443863
315	ATM	MAP3K5	-0.0164636792197586
316	ATM	MAP3K7	-0.0434072221483346
317	ATM	MAP3K8	-0.00422977357719656
318	ATM	MAPK1	0.0523454839541415
319	ATM	MAPK11	0.0805955702965182
320	ATM	MAPK14	-0.00804859121874202
321	ATM	MAPK7	0.0448254936527208
322	ATM	MAPK8	0.0122997539376204
323	ATM	MAPKAPK2	-0.0320390872594256
324	ATM	MARK2	-0.0226824554205072
325	ATM	MELK	-0.00300001915811166
326	ATM	MET	0.0128658904991639
327	ATM	MTOR	0.0865010756058311
328	ATM	NEK6	0.0373473947150256
329	ATM	PAK1	-0.0349552665519122
330	ATM	PAK2	0.0191930938433265
331	ATM	PAK4	0.0131301463205125
332	ATM	PDGFRB	0.0318825931134423
333	ATM	PDPK1	-0.00891231396553316
334	ATM	PIM1	-0.018958358511715
335	ATM	PLK1	-0.0257613269899277
336	ATM	PLK3	0.00310698442539437
337	ATM	PRKAA1	-0.0321652069171261
338	ATM	PRKACA	-0.0128676258381208
339	ATM	PRKCA	-0.0269981106274777
340	ATM	PRKCB	0.0318778703547054
341	ATM	PRKCD	-0.0527216765340137
342	ATM	PRKCE	-0.00904272092477854
343	ATM	PRKCI	-0.0327323015169032
344	ATM	PRKCQ	-0.0127664125688494
345	ATM	PRKCZ	0.081801222079644
346	ATM	PRKD1	0.0296870361382533
347	ATM	PRKG1	-0.0189587291119322
348	ATM	RET	0.0142875768445592
349	ATM	ROCK1	0.0145756771926147
350	ATM	RPS6KA1	-0.031676357403617
351	ATM	RPS6KA3	-0.0237078434890057
352	ATM	RPS6KA5	0.0423708449172029
353	ATM	RPS6KB1	0.00426847237634043
354	ATM	SGK1	-1.51300732458282e-05
355	ATM	SRC	0.0085681066115546
356	ATM	STK11	0.0401119738034792
357	ATM	STK4	0.0102842909437362
358	ATM	SYK	0.0194849964305588
359	ATM	TBK1	0.00489496817631796
360	ATM	TTK	0.021051818034949
361	ATM	ULK1	0.0270837164176267
362	ATM	VRK1	0.0779076867739548
363	ATR	AURKA	-0.00902195378484905
364	ATR	AURKB	0.07579996826379
365	ATR	BMX	-0.0379275109897481
366	ATR	BRAF	-0.0234394352803715
367	ATR	BTK	-0.0164495107271101
368	ATR	CAMK1	0.0371884202568227
369	ATR	CAMK2A	-0.012490534293006
370	ATR	CAMK2D	-0.00351387486785182
371	ATR	CDC7	0.038912752551779
372	ATR	CDK1	0.120152967032598
373	ATR	CDK2	0.128057784104989
374	ATR	CDK4	-0.0116733360648489
375	ATR	CDK5	-0.0120967884945191
376	ATR	CDK7	0.0463178658212016
377	ATR	CDK9	0.0229216826684402
378	ATR	CHEK1	0.0276096743401961
379	ATR	CHEK2	-0.0279810343355127
380	ATR	CHUK	0.033995033334234
381	ATR	CSNK1A1	-0.0205899408421866
382	ATR	CSNK1D	-0.0346675535436649
383	ATR	CSNK2A1	-0.0163188599333433
384	ATR	DAPK1	0.00202714727377185
385	ATR	DYRK1A	-0.00118894365342204
386	ATR	DYRK2	-0.00730281820432488
387	ATR	EGFR	-0.00779497497715465
388	ATR	ERBB2	0.0506429304819456
389	ATR	FER	-0.0281398514195041
390	ATR	FYN	-0.0274735660024188
391	ATR	GRK4	0.038270025996372
392	ATR	GSK3B	-0.031728316780141
393	ATR	HCK	-0.0247270209988208
394	ATR	IKBKB	-0.00198298364193938
395	ATR	INSR	-0.0180461167265449
396	ATR	IRAK1	-0.000290153730515108
397	ATR	JAK2	-0.0213242745801221
398	ATR	LATS1	0.0391899259698336
399	ATR	LCK	0.0605006684869833
400	ATR	LYN	0.0712251768428764
401	ATR	MAP2K1	-0.0404939956250479
402	ATR	MAP2K4	-0.0297487541539434
403	ATR	MAP3K5	0.00431604934149821
404	ATR	MAP3K7	-0.0268000600297453
405	ATR	MAP3K8	0.0231989993494111
406	ATR	MAPK1	0.0414056401951477
407	ATR	MAPK11	-0.0188020094475307
408	ATR	MAPK14	0.00214937091119349
409	ATR	MAPK7	-0.000735553771513686
410	ATR	MAPK8	-0.0212864081651052
411	ATR	MAPKAPK2	-0.00621804997045761
412	ATR	MARK2	0.00217134699972021
413	ATR	MELK	0.087361875153193
414	ATR	MET	-0.0310519046830269
415	ATR	MTOR	0.0472548449474655
416	ATR	NEK6	0.0179993493758817
417	ATR	PAK1	-0.0457983194093323
418	ATR	PAK2	0.00289155066899927
419	ATR	PAK4	0.00465264448162639
420	ATR	PDGFRB	-0.0422967827030947
421	ATR	PDPK1	0.0208468350397348
422	ATR	PIM1	-0.0162359464681252
423	ATR	PLK1	-0.00528537549342278
424	ATR	PLK3	-0.00127645623570949
425	ATR	PRKAA1	-0.0409939366558936
426	ATR	PRKACA	0.0648561897908451
427	ATR	PRKCA	0.0227552763613339
428	ATR	PRKCB	0.0152039135931945
429	ATR	PRKCD	0.0145114015692753
430	ATR	PRKCE	0.0199478020548627
431	ATR	PRKCI	-0.00424452377398499
432	ATR	PRKCQ	-0.0262862740876137
433	ATR	PRKCZ	0.00783013007769551
434	ATR	PRKD1	0.0152280619429792
435	ATR	PRKG1	-0.0455833923809905
436	ATR	RET	-0.0317306367839114
437	ATR	ROCK1	-0.0127749514891704
438	ATR	RPS6KA1	-0.000514049248659276
439	ATR	RPS6KA3	-0.0109240803969008
440	ATR	RPS6KA5	0.0589827018738553
441	ATR	RPS6KB1	-0.0032401820010497
442	ATR	SGK1	-0.0113351393034264
443	ATR	SRC	0.0466948660147892
444	ATR	STK11	-0.0141993762697723
445	ATR	STK4	-0.0202016817159665
446	ATR	SYK	0.0198274614027456
447	ATR	TBK1	-0.0226992795627607
448	ATR	TTK	0.0519725618951972
449	ATR	ULK1	-0.0423378888625026
450	ATR	VRK1	-0.00933522919181673
451	AURKA	AURKB	0.129767478725264
452	AURKA	BMX	-0.0192816987010227
453	AURKA	BRAF	0.0118515090596105
454	AURKA	BTK	0.01395776258172
455	AURKA	CAMK1	-0.00735153899062357
456	AURKA	CAMK2A	0.00868554352078021
457	AURKA	CAMK2D	-0.0129297010828546
458	AURKA	CDC7	-0.0323344070794391
459	AURKA	CDK1	0.0237575604710702
460	AURKA	CDK2	0.0469922942540979
461	AURKA	CDK4	0.000543272514449633
462	AURKA	CDK5	-0.0024535346806589
463	AURKA	CDK7	0.0171669496134248
464	AURKA	CDK9	0.0362348706482276
465	AURKA	CHEK1	0.00214438836141895
466	AURKA	CHEK2	0.0257179274593327
467	AURKA	CHUK	0.0335824021716373
468	AURKA	CSNK1A1	0.0336087395793276
469	AURKA	CSNK1D	-0.0128957063388633
470	AURKA	CSNK2A1	0.0270138942743436
471	AURKA	DAPK1	-0.00903754384057542
472	AURKA	DYRK1A	0.0211695506509253
473	AURKA	DYRK2	-0.0313285931503993
474	AURKA	EGFR	-0.00961609847319522
475	AURKA	ERBB2	0.0319647409911665
476	AURKA	FER	0.0528544830295781
477	AURKA	FYN	0.0351181191449816
478	AURKA	GRK4	0.00632498227131961
479	AURKA	GSK3B	-0.000108418453178771
