PRKAA1	STK4	2.28963357347e-17
LATS1	PRKG1	8.41774387465e-25
MAP3K8	STK4	2.86777979008e-18
MELK	STK4	5.67608048086e-18
SYK	PRKACA	3.91746634142e-19
MAP2K4	CDK4	8.33307781202e-21
RPS6KA3	PAK1	1.15970271299e-17
CDK2	PRKCA	5.24795733829e-17
CHUK	MTOR	1.52473978504e-16
RPS6KB1	SYK	2.3077286568e-18
AURKA	ATR	2.6660617409e-15
RET	CDK2	7.795624613e-19
TTK	MAP3K5	1.17569085769e-16
PDPK1	PRKCZ	2.65964314655e-09
CDK4	STK11	1.18993125361e-20
MAP2K4	MAPK7	9.06590228199e-19
ATR	SGK1	3.36457795244e-17
BTK	CDK2	4.37239723518e-25
PRKG1	CDK1	7.37113708835e-19
PRKAA1	DAPK1	4.4051914062e-16
LATS1	MELK	8.98062480054e-20
PRKCQ	MAP3K8	8.47130319914e-18
AURKB	ADRBK1	4.26258939315e-17
CAMK2D	MET	9.98416712318e-24
ATM	FYN	1.19878941528e-17
BRAF	ATR	5.20549989775e-22
IKBKB	VRK1	2.16417651071e-17
FER	AURKA	1.46266396762e-23
PAK2	PRKACA	2.24430917521e-21
STK11	MAPK11	4.44248749e-23
FYN	DYRK2	3.03269774018e-18
RPS6KA5	MTOR	2.68106141131e-17
CDK7	MAPK11	3.35903495575e-17
MAPK1	ULK1	4.12338393775e-15
PRKCQ	ATM	4.47069076522e-18
MAPKAPK2	BMX	1.3119696363e-15
LYN	PDPK1	1.38530851015e-16
JAK2	MAPKAPK2	7.09080725618e-21
GRK4	RPS6KA5	9.37598799773e-22
MAP3K5	HCK	2.55510066724e-19
STK11	CHEK2	5.03069836415e-17
LATS1	MAPK14	1.71423235746e-22
PRKCD	CHEK2	4.07466055971e-16
PDGFRB	HCK	1.5585546334e-17
CDK7	IRAK1	1.45808732747e-16
GRK4	MARK2	1.99056110925e-17
LCK	MAPK8	5.44879556092e-18
EGFR	CSNK2A1	7.53687735222e-19
PRKCB	MAPK14	3.68909076802e-19
AURKA	HCK	6.98276690962e-18
RET	CSNK1A1	1.64010759496e-17
PAK4	CHEK2	4.48856714896e-20
CHEK2	AURKB	1.76241636313e-17
MELK	CDK9	3.50509404359e-17
SRC	ADRBK1	7.95197125637e-17
MTOR	AKT1	1.3324551764e-16
NEK6	CDK7	4.34616447095e-12
PRKCB	CDC7	1.07608645304e-17
PIM1	PDPK1	1.11384491182e-19
MAPK8	CAMK1	5.20250351712e-16
SGK1	MAP3K7	1.26400253837e-16
DYRK1A	ATM	3.24375802e-18
MARK2	BTK	2.02244227114e-19
AURKA	INSR	3.69308752551e-17
VRK1	PLK3	3.8014653775e-24
PRKCB	MELK	3.5883542806e-17
AURKB	PAK4	1.83284020943e-16
PRKCB	SYK	1.8604463215e-18
MTOR	PRKCA	2.07891409522e-17
MET	ROCK1	3.66770187507e-20
MAP3K7	STK4	2.09450338542e-17
PRKAA1	MET	8.5197636727e-17
MAPK11	PAK2	1.64109795423e-19
CDK9	PRKAA1	1.12838933951e-16
AURKA	FYN	1.38039100309e-17
BRAF	PRKCD	3.30123828532e-17
MAPKAPK2	SYK	5.07260798061e-18
RPS6KA3	MTOR	2.07062462563e-16
ROCK1	SGK1	9.51190981789e-20
AURKA	CDC7	1.02729735355e-17
PRKCB	PRKG1	1.01235839528e-17
AURKB	PRKCA	3.30200874246e-17
GRK4	LATS1	6.00104919775e-23
AURKB	CHUK	8.66709747199e-19
MAP3K5	SRC	1.58899603239e-16
SYK	AURKB	1.61036046472e-18
BRAF	FYN	1.34425632778e-23
STK11	FYN	6.76982652919e-22
LATS1	MTOR	9.01162151451e-20
PRKCZ	RPS6KA3	4.80501234363e-17
MAPK1	CAMK1	1.80615873738e-16
BTK	BMX	1.64902526378e-13
PRKCD	RPS6KA1	5.91786634781e-17
AKT1	ADRBK1	1.20105460485e-17
CAMK2A	VRK1	1.22459825249e-17
DAPK1	CSNK2A1	7.75544999258e-19
NEK6	CSNK1D	3.37377783671e-18
TTK	NEK6	1.1025568378e-18
CAMK2A	PRKCA	2.14622677272e-17
EGFR	MAPK14	9.75866842687e-19
CAMK1	CDK1	3.4964483713e-21
AURKB	CHEK1	8.27795084504e-17
CSNK1D	GRK4	6.53396017315e-19
MAPK7	ERBB2	3.86349218911e-18
AURKB	IRAK1	2.24341647933e-16
CAMK2A	MAP3K5	1.74978746903e-16
BMX	CHEK1	4.49701626535e-22
LCK	RPS6KB1	7.4520611275e-18
ULK1	CHEK2	6.20995311028e-16
PRKAA1	RET	1.14725734213e-16
PAK4	CAMK2A	3.94926797049e-19
TTK	ABL1	1.17949721221e-16
PRKD1	BMX	9.01000345687e-16
CDK5	CHUK	1.15745838556e-18
MARK2	MAPK7	2.03134051998e-19
CDK4	ROCK1	2.62817426538e-18
FYN	BTK	4.22439999187e-17
CDK5	SRC	3.87497264937e-15
ABL1	TTK	2.55112174845e-16
IKBKB	PRKD1	4.88797332823e-16
PLK3	ABL1	3.48904069275e-16
ADRBK1	CAMK2A	4.02667513698e-16
PRKCE	MAPK14	5.09880223403e-17
CDK2	PAK2	1.28853835983e-16
PRKCE	IRAK1	3.30479287191e-17
INSR	MAP2K1	1.69402253763e-19
CDK1	CAMK2A	2.73381587987e-17
ABL1	NEK6	1.812759701e-17
RET	PLK1	5.25835147246e-19
FER	LYN	3.38845347396e-22
CDC7	CAMK1	1.1734398492e-16
SGK1	CHEK1	1.3773458047e-18
PRKG1	JAK2	3.52750160157e-22
STK4	DYRK2	3.16098317301e-18
GRK4	MAPK8	2.38581035867e-20
MELK	TTK	1.86960318264e-15
CSNK1D	PAK2	6.32486914444e-18
PDGFRB	FYN	3.90427176109e-15
CDK1	CHEK2	4.46999806373e-17
PDPK1	MAP2K1	5.85376351474e-12
ADRBK1	MTOR	7.35499412153e-17
CAMK2A	PIM1	1.12528656895e-17
CSNK1A1	AURKB	1.22491429567e-18
RET	MAP3K8	1.16301669706e-18
IRAK1	RPS6KA1	2.74618594829e-22
CAMK2D	PRKCB	1.12154593405e-21
SGK1	IRAK1	3.48393359197e-17
ADRBK1	STK11	6.5291546268e-19
FYN	CSNK2A1	2.15549228917e-16
DAPK1	VRK1	1.31372306378e-18
PLK3	PRKD1	4.5259202059e-16
PRKCA	PRKACA	1.13429977058e-16
MELK	AKT1	5.02514969961e-18
CDK9	MET	2.88253327524e-18
PRKG1	HCK	6.69767338444e-18
NEK6	ROCK1	1.24070107766e-19
CSNK1D	CSNK2A1	7.56790845333e-18
SGK1	TTK	3.92350083092e-19
RPS6KB1	PRKCD	1.70754921235e-14
MAPKAPK2	PRKACA	5.36413050101e-19
MAP3K7	PRKCE	7.77279774349e-19
ATM	MAP2K4	2.55592718713e-17
MET	ABL1	7.50724169528e-21
EGFR	MET	5.5001489273e-17
SGK1	PRKCD	9.16750428568e-17
ROCK1	MAPK1	4.05217174646e-19
CDC7	PRKACA	2.32361149928e-17
INSR	PLK1	1.08630998665e-18
HCK	PRKCA	5.24566941999e-20
PRKACA	MET	3.47969964337e-17
IRAK1	MARK2	1.30336681742e-16
MAPK8	CSNK1D	5.3070536827e-16
RET	CDC7	4.4690832378e-19
SGK1	SYK	3.03802563964e-19
MTOR	RPS6KA3	2.36863922742e-16
SGK1	GRK4	5.79410891863e-23
PRKAA1	PIM1	5.1627832861e-16
CDK5	SYK	7.71184730583e-19
MAPK7	RPS6KA3	1.3129424591e-19
MAPK14	SRC	3.36022547989e-16
MTOR	MAPK1	1.25310887677e-19
DYRK1A	FYN	2.40310325816e-16
CDK2	CHEK1	2.48592144006e-16
CDC7	RPS6KA1	8.42629492555e-18
PDGFRB	PDPK1	4.87799595067e-21
PRKG1	PRKCQ	2.60604816063e-21
ULK1	PRKG1	9.55063387292e-20
TBK1	PRKCD	1.9864593302e-15
ADRBK1	STK4	1.63508069618e-16
AKT1	BMX	8.14460768187e-17
CDK2	ATM	1.63306290809e-16
MAPK14	PIM1	5.35829126019e-18
PRKG1	ATM	4.16851471907e-17
FYN	PRKAA1	2.13621842301e-18
JAK2	CDC7	5.87318703532e-18
ATR	ERBB2	1.44774050313e-16
ATM	PLK1	2.09799120128e-18
MAPKAPK2	PRKAA1	4.30991429251e-17
MAPK11	PRKCZ	2.62060514408e-20
LYN	BMX	2.71925652202e-17
FER	MAPK7	4.87045550145e-22
TTK	STK4	4.76845489535e-17
FER	STK4	8.51616348743e-21
ABL1	CDK9	1.53485231529e-18
DYRK2	CDK9	6.76015076426e-18
GSK3B	MAP2K1	1.49013695135e-15
MAP3K5	RPS6KA5	1.65694143367e-18
PDPK1	CAMK1	7.78015740285e-19
CHEK1	RPS6KA1	1.04978473439e-16
PIM1	STK4	5.14413211721e-17
BTK	BRAF	1.83464662141e-18
IRAK1	MAPK11	1.17280183423e-26
JAK2	MAPK7	6.96797208738e-18
JAK2	DAPK1	1.60178500148e-18
EGFR	CDK2	3.15784814837e-18
PRKCB	BMX	6.03147915368e-18
CDC7	CDK7	2.65538314329e-16
MET	LCK	8.31704799036e-20
PAK1	MAPKAPK2	1.49879971753e-18
PRKCD	PRKCQ	4.46048926228e-17
CDK7	LCK	4.07754844956e-18
RET	PRKCD	3.51197104322e-19
RPS6KB1	PDGFRB	4.39896786376e-20
MAP3K7	MET	2.06876440956e-17
AKT1	PRKCQ	1.69924272384e-19
CAMK1	LCK	2.84303705458e-25
STK11	ADRBK1	8.1093490821e-23
RPS6KA1	ADRBK1	8.68998281408e-19
MAPK11	CSNK1D	2.31508964004e-16
INSR	MTOR	1.10037818401e-17
MTOR	CDK7	2.48602726421e-18
PRKACA	CDK9	1.72390697581e-16
MAPK14	VRK1	1.01031473359e-18
IRAK1	HCK	2.15919002393e-21
ERBB2	TBK1	6.18681007469e-21
SRC	DAPK1	1.02899195395e-18
ROCK1	BRAF	4.57099231214e-17
SRC	STK4	3.92903125722e-16
AURKA	PRKAA1	2.0846303594e-16
MAPK7	PDPK1	1.51895774091e-14
RPS6KA5	RPS6KB1	4.8239357762e-22
PRKCQ	MAPK14	2.55544560618e-18
CAMK2D	STK4	2.66901984386e-22
PRKACA	TBK1	3.09270483838e-17
MAPK1	CHUK	1.01032647257e-18
MAP2K4	FYN	6.04453636094e-24
MAPK1	CDK7	6.04900575309e-17
TBK1	AKT1	1.14236163471e-16
ERBB2	IRAK1	2.86662133109e-22
LCK	LYN	7.84108066262e-16
CDK5	MTOR	5.18774353635e-17
PAK4	ADRBK1	3.65332567744e-21
CSNK1D	PRKCI	1.57173404343e-17
LATS1	CSNK1A1	1.58245766208e-22
CSNK1A1	ERBB2	1.87105398275e-16
CHUK	CDK4	5.74420790342e-24
BRAF	PRKAA1	4.4306303934e-20
MAP2K1	LYN	5.78139064417e-26
PRKG1	PLK3	1.93197627985e-17
CDK2	DYRK2	1.73491186432e-15
CAMK1	IRAK1	5.90888041733e-22
ERBB2	MAPKAPK2	5.46782141538e-23
VRK1	CSNK2A1	6.71154465706e-23
AURKB	DAPK1	2.70917323197e-16
DYRK2	PLK1	4.81031219527e-20
LATS1	CAMK2A	4.7036759305e-22
IKBKB	RPS6KA5	4.95467945758e-16
MAPK8	PDGFRB	4.9261419245e-18
ERBB2	STK4	7.9502847017e-22
PRKCZ	VRK1	1.01449988203e-16
ULK1	CSNK1D	7.02056827701e-19
RET	FER	1.79228945428e-19
INSR	JAK2	4.34346513056e-18
SGK1	CSNK1A1	7.93900487075e-19
JAK2	CHUK	1.33137882532e-22
TTK	PAK4	3.54255480229e-18
PRKACA	ULK1	1.5215495339e-15
STK11	PRKCE	2.68986434708e-18
IRAK1	CHUK	1.83504263433e-22
MAPKAPK2	MAP3K8	1.03229596663e-17
RPS6KB1	IKBKB	3.65138316608e-18
STK11	IRAK1	3.06299144336e-18
MELK	MAP2K1	2.33216690636e-17
JAK2	PRKCD	4.64679795362e-18
IRAK1	AURKA	1.32452355918e-20
VRK1	MET	1.5075698422e-23
PRKAA1	ABL1	2.72691199669e-16
PLK1	PRKG1	2.50622887946e-16
VRK1	MAP3K7	1.21211648192e-18
CAMK2D	CAMK1	2.01203340248e-18
MELK	AURKB	6.08043113653e-16
PAK4	EGFR	1.03983562087e-18
MAPK11	RPS6KA3	4.01869118532e-16
MAPK1	PRKG1	3.33508063863e-18
RPS6KA3	RPS6KB1	1.67438471513e-18
MAPK7	AURKB	4.46060880907e-20
PLK3	MAP3K7	1.73062607257e-19
ABL1	AURKB	8.45168037305e-18
INSR	CDK5	1.05810884784e-19
CDK2	EGFR	5.03849417864e-15
PIM1	MAPK8	1.47883332292e-19
PRKCI	STK4	1.50120418158e-18
PAK2	CDK4	2.41016770608e-22
PRKCQ	CSNK1A1	2.20294383808e-17
CDK4	LCK	2.69121342554e-16
HCK	PRKAA1	4.9918265091e-21
GSK3B	BMX	1.69890639393e-16
MAP3K7	FYN	1.83610606885e-19
CSNK1A1	ATM	9.17749104612e-16
SRC	LYN	9.28552275618e-17
DAPK1	MTOR	2.58878977265e-16
AURKB	TTK	4.53021892282e-18
PRKCD	MET	6.82271070311e-16
PRKCZ	ULK1	7.25437599495e-17
CSNK1A1	NEK6	1.62992929262e-18
PRKCQ	EGFR	7.43856026939e-17
RPS6KB1	CHEK2	7.25339422935e-16
MAP2K1	PRKCB	1.84810274071e-22
PRKACA	PRKCE	5.91383583237e-17
HCK	MET	3.12397137396e-20
RPS6KA3	MAP3K7	6.25581321406e-18
PRKG1	MAPK11	1.87487442288e-20
MAP2K4	CDK7	1.63025454379e-23
CDK1	PDPK1	4.3501850318e-16
PRKG1	MAPK1	9.41290392453e-21
MAPK7	PIM1	1.11838321633e-18
LYN	PRKG1	4.28068155479e-17
DYRK2	IKBKB	4.36857350738e-19
PLK3	MAPK14	1.32700647847e-20
DAPK1	MELK	1.77177468187e-20
ADRBK1	PDPK1	9.12792466005e-16
DAPK1	DYRK1A	4.83466961293e-20
MAP3K7	ULK1	1.0815695601e-16
PRKCA	PRKG1	4.04657635632e-17
ROCK1	SYK	4.03450951421e-18
FER	PRKCA	5.68781294362e-21
FYN	PRKD1	2.31156993113e-18
CDK1	ROCK1	4.20939523184e-16
PRKCB	CSNK1D	6.62315809756e-18
BTK	PDGFRB	9.48669325983e-19
RET	GRK4	3.72831028275e-19
FER	AURKB	4.00371018773e-21
PRKCZ	TBK1	3.58119711639e-17
MELK	BTK	1.42736337828e-16
PRKCQ	PRKD1	5.20918447843e-17
GSK3B	CSNK1D	5.89217300608e-17
CDK9	CAMK2D	2.77047910113e-20
STK11	CHEK1	4.08880736828e-19
PAK1	ATR	1.37506505361e-15
FYN	CSNK1A1	2.99511009465e-18
MAP3K5	PRKD1	4.40338749742e-18
VRK1	HCK	8.15503624116e-20
RPS6KA5	RPS6KA1	3.62610036328e-19
AURKA	PIM1	8.27780294497e-18
NEK6	CHEK2	3.84286164972e-21
AURKB	MARK2	3.16635274304e-16
MAPK7	MAP2K4	1.06800306578e-19
JAK2	PIM1	7.60097717999e-21
PAK4	CDK7	2.64977672571e-18
MARK2	DAPK1	1.78052626516e-18
DYRK1A	MAPK1	3.26781751666e-22
LYN	CDK7	1.09167203614e-20
SYK	MAPK7	6.38135725707e-15
PIM1	HCK	1.46013528655e-20
CDK5	DAPK1	9.20249856009e-16
SGK1	MAP3K8	1.93217068719e-17
MAP3K7	CAMK1	2.24806802054e-16
IKBKB	PRKCZ	3.92907799969e-18
RPS6KA3	MAPK8	8.96244708928e-20
PRKCI	BMX	6.80613025322e-20
MAPK11	ATR	4.93718031628e-18
JAK2	RPS6KB1	8.55549941248e-19
RPS6KA3	ERBB2	3.50517217292e-16
MAP3K5	BTK	2.29160250597e-17
PAK2	MAPKAPK2	1.01306919587e-18
IKBKB	SRC	1.4027612726e-17
PAK2	PLK3	6.00153988433e-19
VRK1	PRKCQ	5.95314005772e-23
PDPK1	MAPK11	5.32824848149e-22
PRKCB	ROCK1	4.28603250672e-17
INSR	GRK4	4.03653317603e-20
STK4	CAMK2A	5.06593708174e-19
RPS6KA1	CDK5	7.40394393558e-21
MAPK1	INSR	1.34396013673e-18
PDPK1	CDK4	7.22433883492e-22
CDK2	MAP3K8	3.03963602821e-19
PDGFRB	IRAK1	1.63766044056e-19
MAPK11	PAK1	5.61464846524e-16
CHEK1	MET	5.18971524405e-16
PAK4	DYRK1A	2.16835735317e-25
RPS6KB1	GRK4	6.58161392509e-20
BRAF	PRKCE	1.66371929459e-17
ATM	LATS1	6.49325772698e-17
PRKD1	TTK	7.55985616241e-18
RPS6KA5	GRK4	4.88744945218e-24
MAPKAPK2	ADRBK1	1.50908147958e-17
PRKCE	CSNK2A1	1.52024125638e-17
CDK9	MAP3K8	6.60719047893e-19
ATR	CAMK2A	1.80635394944e-18
CDK5	HCK	9.68035640395e-19
IRAK1	STK4	5.68708685279e-22
PAK4	LATS1	8.86491597971e-19
PRKCA	CDK5	3.08776884721e-18
MAP3K5	MAPK11	3.64602916231e-15
RPS6KB1	CDK9	1.05914087282e-17
PRKCE	TBK1	3.99711581686e-16
PDGFRB	PAK2	2.11051949857e-17
MELK	MAP3K5	4.81199305212e-19
AURKA	CHEK1	4.31692110074e-16
DAPK1	CDC7	1.78470884467e-21
CAMK1	CDK2	1.69564834269e-27
CHUK	SYK	4.29679532288e-20
AURKB	CHEK2	1.33178419394e-17
PAK1	LYN	8.92013720511e-18
FYN	ATR	9.35074885342e-17
PDPK1	AKT1	1.22462236061e-09
CHEK2	PRKCB	2.33273093626e-17
BMX	CHEK2	5.81208006896e-19
CSNK1D	MET	2.66240963447e-18
BRAF	PAK2	1.88801219332e-18
ULK1	CHEK1	7.07925812965e-17
MAP3K5	PAK1	2.97937610333e-18
RET	PRKCI	4.93895763264e-20
STK11	VRK1	3.69212786601e-22
ABL1	FYN	4.21243505946e-16
SYK	CDK1	1.5610575234e-18
MAP3K7	BRAF	1.55982928312e-15
MAP3K7	ATM	2.21177035568e-17
STK4	EGFR	4.07568569706e-19
MAPKAPK2	MAPK1	4.03351026667e-20
PRKCI	JAK2	8.4751986705e-20
CDK5	PRKD1	1.46352602266e-16
MAP2K1	BMX	3.26684236345e-26
RPS6KA1	CSNK1D	9.82718418873e-17
FYN	MAP2K1	2.76725348123e-18
FYN	MET	1.11619219676e-17
SRC	PLK3	1.02356100537e-17
PRKG1	RET	1.30820596566e-18
ERBB2	PLK3	4.11829559795e-27
MAP2K4	MELK	1.63658200064e-19
MAPK8	CDK7	5.29741490752e-18
TTK	PLK1	1.92357116157e-17
CHUK	RPS6KA5	8.09551632572e-17
PRKCB	LCK	1.08074446875e-17
MAPK11	CSNK1A1	8.22170321875e-23
DYRK2	PRKCD	1.42465339862e-20
INSR	CHEK1	8.18031293292e-20
PRKAA1	MELK	1.65144606049e-16
FER	RPS6KA3	1.34067452401e-21
PRKCZ	FER	1.08390362393e-17
PLK1	MAPK1	2.41433071438e-18
MAP3K5	CDK2	1.06162571434e-17
MAPKAPK2	TBK1	2.11245969429e-17
MAPK11	PRKD1	5.52289481849e-15
CAMK2A	AKT1	2.3960230134e-16
CSNK1A1	AURKA	1.37867635409e-17
CHEK1	MAPKAPK2	2.2714235644e-18
INSR	PRKCE	8.18705352591e-18
MAP2K4	GRK4	2.0255627167e-24
CAMK2D	PRKCE	1.20537174883e-20
ADRBK1	BTK	5.18377296726e-18
MAP2K1	CDK1	1.45843988402e-21
CDK2	SGK1	7.30025816851e-16
CSNK1A1	MAP3K8	7.06462705318e-17
MAPK14	RPS6KA5	3.7642014327e-16
CHEK2	GRK4	1.29021961695e-17
PLK3	CHUK	7.772721556e-20
CSNK1A1	PIM1	6.95860173858e-18
CAMK1	CDC7	8.98367802368e-23
MAP3K7	SGK1	3.43908598974e-20
LYN	CAMK2D	4.96022083275e-18
TBK1	CDK1	1.95430420711e-20
CHUK	PDGFRB	3.06681687408e-18
CAMK2D	ROCK1	1.35267970587e-20
AKT1	MAPK11	1.29736927408e-19
CDK4	MAP3K8	2.6416708641e-20
CSNK1D	RPS6KA5	4.24309470675e-16
CSNK1A1	CSNK1D	1.43318054822e-17
LCK	ERBB2	4.21521641301e-17
PRKCA	LATS1	7.71557641416e-17
MELK	PAK1	1.81119725582e-16
PAK2	CAMK2A	7.85707365444e-18
PRKG1	MAP3K7	2.48491091399e-16
EGFR	RET	3.77739062552e-17
PLK1	ULK1	4.69884617481e-17
PRKCA	PAK1	1.44197953604e-17
CDK2	CHEK2	4.7149388142e-16
STK4	MAP3K5	4.41797701408e-18
CDK1	IRAK1	1.33848227301e-15
PRKAA1	MAPK14	2.57259301475e-18
PRKCZ	MET	1.54748520265e-17
MAPKAPK2	BRAF	4.96534172891e-15
RPS6KB1	MAPK1	3.05909991557e-19
JAK2	AURKA	1.70074737077e-16
PAK2	CSNK1A1	7.81688344181e-18
CSNK2A1	DYRK2	5.04484422457e-19
PRKAA1	AURKB	4.62495580772e-18
FER	CDK7	1.46120276485e-26
LCK	PLK1	2.07988221416e-17
PAK1	BRAF	1.76313116695e-15
LCK	SRC	8.35105416994e-16
MAP3K8	CHUK	1.8619019713e-16
CSNK2A1	CAMK2A	2.98073105046e-16
RPS6KA3	CHEK1	3.1696249508e-18
GSK3B	BRAF	6.39680776381e-15
MAP3K5	TBK1	5.04268544126e-19
LCK	PRKCI	4.89550787515e-18
CHUK	TBK1	1.19182518021e-18
CSNK1D	PDGFRB	4.22674475751e-18
DAPK1	FYN	1.66030784435e-17
MAPK1	LATS1	2.1311671484e-15
CAMK2D	PAK4	4.74253762087e-22
ULK1	CSNK2A1	3.06382790971e-20
CHUK	PLK1	3.22585938436e-17
STK11	MAP2K1	1.74392370779e-20
PAK4	JAK2	3.65691580164e-26
AURKA	PRKACA	1.1362821435e-17
PRKCE	ERBB2	7.33513884816e-17
MAPK7	MARK2	2.32798659009e-16
CDK1	ADRBK1	9.77972806162e-17
ERBB2	PRKCZ	7.81825098516e-22
RPS6KA3	IRAK1	1.90417144095e-16
ATM	LYN	3.10915261116e-18
STK11	AURKA	2.2289531118e-15
CHUK	STK11	2.83509997392e-19
CHEK1	PRKCA	2.03176680685e-17
MAPK1	MARK2	6.6433173459e-15
ROCK1	CSNK1A1	7.27268207237e-18
CDK5	CDC7	9.95619139619e-18
RET	STK4	3.59617301607e-18
CDK9	CAMK1	6.59506820335e-23
BTK	PIM1	2.17339067206e-22
CSNK1D	MAPK7	6.34535251945e-16
VRK1	ERBB2	1.75081858624e-21
AURKA	GSK3B	1.01294149412e-16
CAMK2D	CDK7	7.18909591747e-23
CDK9	MAPK1	3.76170425772e-21
CDK2	VRK1	2.99806347898e-18
CDK2	AKT1	1.73324094518e-17
MET	HCK	5.0609149983e-21
MAPK11	TTK	3.00353145409e-17
PIM1	JAK2	8.30709245123e-22
ADRBK1	AKT1	1.17672182634e-16
ADRBK1	PRKCZ	3.39197441828e-17
PRKCI	HCK	2.532332795e-18
PRKACA	CSNK2A1	2.94998658432e-18
ATM	PRKACA	4.96127852528e-19
EGFR	BTK	3.01571055846e-18
CHEK1	MTOR	8.92752530649e-16
MTOR	MAP3K5	4.19806424469e-16
CDK2	RPS6KA1	1.70950673875e-16
SRC	CDK5	1.00990200567e-16
PRKCZ	INSR	5.62467954551e-17
EGFR	IRAK1	5.65142936246e-18
NEK6	STK4	5.76304415637e-22
CDK9	EGFR	3.94621933357e-14
SGK1	CDK9	6.03090142211e-17
CDK7	MAP3K5	1.13845781658e-17
HCK	STK4	1.18284630607e-20
ABL1	PRKCD	3.71028281016e-16
SGK1	RET	3.65393948851e-17
CAMK2D	DYRK1A	2.54594058931e-27
CDK4	MAPK11	9.81144338898e-19
CDC7	AURKB	6.57989932607e-21
EGFR	DAPK1	2.00631220795e-19
GRK4	PRKCZ	4.25607734015e-25
PAK4	RPS6KA3	3.96415148839e-23
BMX	IKBKB	1.05040345139e-21
BMX	MAPK1	1.6145530703e-17
SRC	JAK2	5.84814653461e-17
PLK3	FER	5.53532346812e-20
SYK	PRKCQ	1.93540649086e-18
STK11	SYK	2.47921816843e-20
AURKB	IKBKB	1.79697103218e-17
JAK2	PRKCB	4.83959784053e-16
DYRK2	ABL1	3.28314605742e-16
CAMK2A	PRKD1	6.74622471647e-16
AURKB	MAPK11	3.18798650491e-19
PDGFRB	CDC7	4.05357638607e-19
CAMK2D	PRKAA1	1.2661077057e-21
RPS6KA1	PDPK1	4.40551151694e-16
PRKCZ	ADRBK1	1.34303943416e-17
RPS6KB1	SGK1	4.21917689943e-18
PIM1	VRK1	3.26219174399e-18
MELK	AURKA	8.10133159218e-17
CAMK2A	MAPKAPK2	2.83644730982e-18
PAK4	PRKCB	3.08071998255e-22
CDK2	CSNK1A1	2.06384106651e-17
SRC	PRKACA	1.28567112248e-17
CAMK1	INSR	1.40109377404e-21
MAPK11	PRKAA1	5.76529719596e-17
MAP3K8	LCK	4.72754928311e-20
ABL1	LCK	7.03070108002e-17
MAPK7	AURKA	6.4039326464e-21
MAP3K7	PAK4	1.53967894979e-17
DYRK2	TTK	1.38734981436e-21
AURKB	GSK3B	7.64457980441e-18
INSR	CDK2	3.91674857613e-20
ATR	ROCK1	2.44344233688e-16
AURKA	PRKG1	1.11148099786e-17
PIM1	MAPK7	2.5631856739e-18
CHUK	MAP3K8	5.37286825302e-18
PAK2	CDK5	4.45780756474e-18
CHUK	ULK1	1.01803990708e-15
RPS6KA5	PRKCD	2.61901891868e-17
CDK7	ATR	3.9975051791e-19
MAPK7	MAPK14	9.52720098934e-20
VRK1	CDK4	2.65022244963e-24
DYRK2	PRKACA	2.03262496454e-23
LCK	RPS6KA5	1.18179384871e-19
MAPK7	MAPK8	2.30258879428e-22
CDK7	MAP2K4	6.54592131109e-19
RPS6KA5	ATR	1.80509871553e-20
MET	CAMK2A	2.79061380483e-20
MAP2K1	PRKCA	1.84810274071e-22
MAP3K7	ERBB2	3.03681400211e-18
MAP2K1	PLK3	1.19346615735e-28
PRKACA	PRKCD	1.20433312111e-15
MARK2	ABL1	5.26906525375e-17
BRAF	IRAK1	3.99847690405e-16
AURKB	AKT1	1.80545995464e-17
PRKCI	AKT1	5.39763213069e-17
CAMK2A	ATM	1.12281339716e-16
PDGFRB	MAP3K8	1.60716995504e-18
STK11	ATM	7.0936143161e-21
CSNK1A1	TBK1	4.36781204226e-16
PLK1	CDK4	3.27271001236e-19
MAPK11	CSNK2A1	2.28948583967e-15
PRKCE	LATS1	1.46276910236e-16
NEK6	MAPK8	4.00608829142e-24
PAK1	ERBB2	1.20767736422e-15
PDPK1	PRKCB	2.91308498994e-12
MELK	DYRK1A	7.46121681652e-18
RPS6KA1	CHEK2	8.10436453612e-16
MAP3K7	SRC	8.55482049564e-17
BMX	BRAF	2.26966794175e-22
MAP3K8	DYRK2	1.25497501002e-20
RPS6KA3	PLK3	9.7500958816e-21
SYK	SRC	8.60043673745e-19
MAP2K1	CSNK1A1	3.39427578399e-25
CDK2	RET	5.60381190906e-17
BRAF	CAMK2D	8.78391350684e-22
JAK2	PAK1	7.25089523164e-16
PRKCZ	CHUK	7.52637127389e-17
IKBKB	DYRK2	1.09664756228e-16
RPS6KA3	MET	2.4422537003e-18
GRK4	RPS6KA3	2.02199954252e-21
AURKB	CSNK2A1	1.27569604806e-17
PAK4	CSNK1A1	6.66737174307e-24
LATS1	LYN	8.63074285233e-23
PRKCZ	PAK4	2.46684835629e-16
LYN	CAMK1	1.56734669998e-17
CDK7	EGFR	9.53088981511e-16
MAPK7	CHUK	3.00505311571e-22
CDK7	CDK2	1.70912018345e-14
MAP2K1	CAMK2A	1.14998779282e-25
PAK4	CAMK1	1.84978601689e-22
ATR	BRAF	2.14290127106e-16
MAP2K4	PLK1	1.2862323251e-22
AURKB	LATS1	1.77143648378e-17
CDK4	SYK	8.48452648704e-19
PRKCB	PRKCQ	4.35134866806e-18
LCK	CDK9	4.00571844486e-19
